4.81,19380,18544,16228,15013,17203,19525,22966,27598,26827,24904,22875,20394,23401,24439,23318,21733,20104,16111,13370,9945,7571,5917,4820,3634,2993,2535,2570,2485,2868,4482,6788,11078,13729,16700,19156,19953,19502,18994,17311,17904,17133,18589,19134,19259,18667,19078,18546,18593
4.56,18544,16228,15013,17203,19525,22966,27598,26827,24904,22875,20394,23401,24439,23318,21733,20104,16111,13370,9945,7571,5917,4820,3634,2993,2535,2570,2485,2868,4482,6788,11078,13729,16700,19156,19953,19502,18994,17311,17904,17133,18589,19134,19259,18667,19078,18546,18593,17967
5.025,16228,15013,17203,19525,22966,27598,26827,24904,22875,20394,23401,24439,23318,21733,20104,16111,13370,9945,7571,5917,4820,3634,2993,2535,2570,2485,2868,4482,6788,11078,13729,16700,19156,19953,19502,18994,17311,17904,17133,18589,19134,19259,18667,19078,18546,18593,17967,16624
4.855,15013,17203,19525,22966,27598,26827,24904,22875,20394,23401,24439,23318,21733,20104,16111,13370,9945,7571,5917,4820,3634,2993,2535,2570,2485,2868,4482,6788,11078,13729,16700,19156,19953,19502,18994,17311,17904,17133,18589,19134,19259,18667,19078,18546,18593,17967,16624,14634
5.905,17203,19525,22966,27598,26827,24904,22875,20394,23401,24439,23318,21733,20104,16111,13370,9945,7571,5917,4820,3634,2993,2535,2570,2485,2868,4482,6788,11078,13729,16700,19156,19953,19502,18994,17311,17904,17133,18589,19134,19259,18667,19078,18546,18593,17967,16624,14634,13888
5.035,19525,22966,27598,26827,24904,22875,20394,23401,24439,23318,21733,20104,16111,13370,9945,7571,5917,4820,3634,2993,2535,2570,2485,2868,4482,6788,11078,13729,16700,19156,19953,19502,18994,17311,17904,17133,18589,19134,19259,18667,19078,18546,18593,17967,16624,14634,13888,17430
5.375,22966,27598,26827,24904,22875,20394,23401,24439,23318,21733,20104,16111,13370,9945,7571,5917,4820,3634,2993,2535,2570,2485,2868,4482,6788,11078,13729,16700,19156,19953,19502,18994,17311,17904,17133,18589,19134,19259,18667,19078,18546,18593,17967,16624,14634,13888,17430,21919
5.49,27598,26827,24904,22875,20394,23401,24439,23318,21733,20104,16111,13370,9945,7571,5917,4820,3634,2993,2535,2570,2485,2868,4482,6788,11078,13729,16700,19156,19953,19502,18994,17311,17904,17133,18589,19134,19259,18667,19078,18546,18593,17967,16624,14634,13888,17430,21919,23633
4.96,26827,24904,22875,20394,23401,24439,23318,21733,20104,16111,13370,9945,7571,5917,4820,3634,2993,2535,2570,2485,2868,4482,6788,11078,13729,16700,19156,19953,19502,18994,17311,17904,17133,18589,19134,19259,18667,19078,18546,18593,17967,16624,14634,13888,17430,21919,23633,24512
5.015,24904,22875,20394,23401,24439,23318,21733,20104,16111,13370,9945,7571,5917,4820,3634,2993,2535,2570,2485,2868,4482,6788,11078,13729,16700,19156,19953,19502,18994,17311,17904,17133,18589,19134,19259,18667,19078,18546,18593,17967,16624,14634,13888,17430,21919,23633,24512,24887
5.13,22875,20394,23401,24439,23318,21733,20104,16111,13370,9945,7571,5917,4820,3634,2993,2535,2570,2485,2868,4482,6788,11078,13729,16700,19156,19953,19502,18994,17311,17904,17133,18589,19134,19259,18667,19078,18546,18593,17967,16624,14634,13888,17430,21919,23633,24512,24887,26872
4.83,20394,23401,24439,23318,21733,20104,16111,13370,9945,7571,5917,4820,3634,2993,2535,2570,2485,2868,4482,6788,11078,13729,16700,19156,19953,19502,18994,17311,17904,17133,18589,19134,19259,18667,19078,18546,18593,17967,16624,14634,13888,17430,21919,23633,24512,24887,26872,22009
5.345,23401,24439,23318,21733,20104,16111,13370,9945,7571,5917,4820,3634,2993,2535,2570,2485,2868,4482,6788,11078,13729,16700,19156,19953,19502,18994,17311,17904,17133,18589,19134,19259,18667,19078,18546,18593,17967,16624,14634,13888,17430,21919,23633,24512,24887,26872,22009,18259
4.905,24439,23318,21733,20104,16111,13370,9945,7571,5917,4820,3634,2993,2535,2570,2485,2868,4482,6788,11078,13729,16700,19156,19953,19502,18994,17311,17904,17133,18589,19134,19259,18667,19078,18546,18593,17967,16624,14634,13888,17430,21919,23633,24512,24887,26872,22009,18259,20844
4.535,23318,21733,20104,16111,13370,9945,7571,5917,4820,3634,2993,2535,2570,2485,2868,4482,6788,11078,13729,16700,19156,19953,19502,18994,17311,17904,17133,18589,19134,19259,18667,19078,18546,18593,17967,16624,14634,13888,17430,21919,23633,24512,24887,26872,22009,18259,20844,22576
4.255,21733,20104,16111,13370,9945,7571,5917,4820,3634,2993,2535,2570,2485,2868,4482,6788,11078,13729,16700,19156,19953,19502,18994,17311,17904,17133,18589,19134,19259,18667,19078,18546,18593,17967,16624,14634,13888,17430,21919,23633,24512,24887,26872,22009,18259,20844,22576,22401
3.73,20104,16111,13370,9945,7571,5917,4820,3634,2993,2535,2570,2485,2868,4482,6788,11078,13729,16700,19156,19953,19502,18994,17311,17904,17133,18589,19134,19259,18667,19078,18546,18593,17967,16624,14634,13888,17430,21919,23633,24512,24887,26872,22009,18259,20844,22576,22401,19056
3.86,16111,13370,9945,7571,5917,4820,3634,2993,2535,2570,2485,2868,4482,6788,11078,13729,16700,19156,19953,19502,18994,17311,17904,17133,18589,19134,19259,18667,19078,18546,18593,17967,16624,14634,13888,17430,21919,23633,24512,24887,26872,22009,18259,20844,22576,22401,19056,17518
3.305,13370,9945,7571,5917,4820,3634,2993,2535,2570,2485,2868,4482,6788,11078,13729,16700,19156,19953,19502,18994,17311,17904,17133,18589,19134,19259,18667,19078,18546,18593,17967,16624,14634,13888,17430,21919,23633,24512,24887,26872,22009,18259,20844,22576,22401,19056,17518,15307
2.995,9945,7571,5917,4820,3634,2993,2535,2570,2485,2868,4482,6788,11078,13729,16700,19156,19953,19502,18994,17311,17904,17133,18589,19134,19259,18667,19078,18546,18593,17967,16624,14634,13888,17430,21919,23633,24512,24887,26872,22009,18259,20844,22576,22401,19056,17518,15307,12646
3.25,7571,5917,4820,3634,2993,2535,2570,2485,2868,4482,6788,11078,13729,16700,19156,19953,19502,18994,17311,17904,17133,18589,19134,19259,18667,19078,18546,18593,17967,16624,14634,13888,17430,21919,23633,24512,24887,26872,22009,18259,20844,22576,22401,19056,17518,15307,12646,10562
2.98,5917,4820,3634,2993,2535,2570,2485,2868,4482,6788,11078,13729,16700,19156,19953,19502,18994,17311,17904,17133,18589,19134,19259,18667,19078,18546,18593,17967,16624,14634,13888,17430,21919,23633,24512,24887,26872,22009,18259,20844,22576,22401,19056,17518,15307,12646,10562,8416
3.015,4820,3634,2993,2535,2570,2485,2868,4482,6788,11078,13729,16700,19156,19953,19502,18994,17311,17904,17133,18589,19134,19259,18667,19078,18546,18593,17967,16624,14634,13888,17430,21919,23633,24512,24887,26872,22009,18259,20844,22576,22401,19056,17518,15307,12646,10562,8416,7098
3.13,3634,2993,2535,2570,2485,2868,4482,6788,11078,13729,16700,19156,19953,19502,18994,17311,17904,17133,18589,19134,19259,18667,19078,18546,18593,17967,16624,14634,13888,17430,21919,23633,24512,24887,26872,22009,18259,20844,22576,22401,19056,17518,15307,12646,10562,8416,7098,5826
3.02,2993,2535,2570,2485,2868,4482,6788,11078,13729,16700,19156,19953,19502,18994,17311,17904,17133,18589,19134,19259,18667,19078,18546,18593,17967,16624,14634,13888,17430,21919,23633,24512,24887,26872,22009,18259,20844,22576,22401,19056,17518,15307,12646,10562,8416,7098,5826,4383
3.325,2535,2570,2485,2868,4482,6788,11078,13729,16700,19156,19953,19502,18994,17311,17904,17133,18589,19134,19259,18667,19078,18546,18593,17967,16624,14634,13888,17430,21919,23633,24512,24887,26872,22009,18259,20844,22576,22401,19056,17518,15307,12646,10562,8416,7098,5826,4383,3270
3.07,2570,2485,2868,4482,6788,11078,13729,16700,19156,19953,19502,18994,17311,17904,17133,18589,19134,19259,18667,19078,18546,18593,17967,16624,14634,13888,17430,21919,23633,24512,24887,26872,22009,18259,20844,22576,22401,19056,17518,15307,12646,10562,8416,7098,5826,4383,3270,2948
3.755,2485,2868,4482,6788,11078,13729,16700,19156,19953,19502,18994,17311,17904,17133,18589,19134,19259,18667,19078,18546,18593,17967,16624,14634,13888,17430,21919,23633,24512,24887,26872,22009,18259,20844,22576,22401,19056,17518,15307,12646,10562,8416,7098,5826,4383,3270,2948,3146
3.295,2868,4482,6788,11078,13729,16700,19156,19953,19502,18994,17311,17904,17133,18589,19134,19259,18667,19078,18546,18593,17967,16624,14634,13888,17430,21919,23633,24512,24887,26872,22009,18259,20844,22576,22401,19056,17518,15307,12646,10562,8416,7098,5826,4383,3270,2948,3146,3077
3.365,4482,6788,11078,13729,16700,19156,19953,19502,18994,17311,17904,17133,18589,19134,19259,18667,19078,18546,18593,17967,16624,14634,13888,17430,21919,23633,24512,24887,26872,22009,18259,20844,22576,22401,19056,17518,15307,12646,10562,8416,7098,5826,4383,3270,2948,3146,3077,3000
3.315,6788,11078,13729,16700,19156,19953,19502,18994,17311,17904,17133,18589,19134,19259,18667,19078,18546,18593,17967,16624,14634,13888,17430,21919,23633,24512,24887,26872,22009,18259,20844,22576,22401,19056,17518,15307,12646,10562,8416,7098,5826,4383,3270,2948,3146,3077,3000,4592
3.55,11078,13729,16700,19156,19953,19502,18994,17311,17904,17133,18589,19134,19259,18667,19078,18546,18593,17967,16624,14634,13888,17430,21919,23633,24512,24887,26872,22009,18259,20844,22576,22401,19056,17518,15307,12646,10562,8416,7098,5826,4383,3270,2948,3146,3077,3000,4592,6486
3.845,13729,16700,19156,19953,19502,18994,17311,17904,17133,18589,19134,19259,18667,19078,18546,18593,17967,16624,14634,13888,17430,21919,23633,24512,24887,26872,22009,18259,20844,22576,22401,19056,17518,15307,12646,10562,8416,7098,5826,4383,3270,2948,3146,3077,3000,4592,6486,10113
3.71,16700,19156,19953,19502,18994,17311,17904,17133,18589,19134,19259,18667,19078,18546,18593,17967,16624,14634,13888,17430,21919,23633,24512,24887,26872,22009,18259,20844,22576,22401,19056,17518,15307,12646,10562,8416,7098,5826,4383,3270,2948,3146,3077,3000,4592,6486,10113,12240
3.555,19156,19953,19502,18994,17311,17904,17133,18589,19134,19259,18667,19078,18546,18593,17967,16624,14634,13888,17430,21919,23633,24512,24887,26872,22009,18259,20844,22576,22401,19056,17518,15307,12646,10562,8416,7098,5826,4383,3270,2948,3146,3077,3000,4592,6486,10113,12240,14574
3.34,19953,19502,18994,17311,17904,17133,18589,19134,19259,18667,19078,18546,18593,17967,16624,14634,13888,17430,21919,23633,24512,24887,26872,22009,18259,20844,22576,22401,19056,17518,15307,12646,10562,8416,7098,5826,4383,3270,2948,3146,3077,3000,4592,6486,10113,12240,14574,16778
3.705,19502,18994,17311,17904,17133,18589,19134,19259,18667,19078,18546,18593,17967,16624,14634,13888,17430,21919,23633,24512,24887,26872,22009,18259,20844,22576,22401,19056,17518,15307,12646,10562,8416,7098,5826,4383,3270,2948,3146,3077,3000,4592,6486,10113,12240,14574,16778,18910
4.045,18994,17311,17904,17133,18589,19134,19259,18667,19078,18546,18593,17967,16624,14634,13888,17430,21919,23633,24512,24887,26872,22009,18259,20844,22576,22401,19056,17518,15307,12646,10562,8416,7098,5826,4383,3270,2948,3146,3077,3000,4592,6486,10113,12240,14574,16778,18910,18350
3.835,17311,17904,17133,18589,19134,19259,18667,19078,18546,18593,17967,16624,14634,13888,17430,21919,23633,24512,24887,26872,22009,18259,20844,22576,22401,19056,17518,15307,12646,10562,8416,7098,5826,4383,3270,2948,3146,3077,3000,4592,6486,10113,12240,14574,16778,18910,18350,17218
3.875,17904,17133,18589,19134,19259,18667,19078,18546,18593,17967,16624,14634,13888,17430,21919,23633,24512,24887,26872,22009,18259,20844,22576,22401,19056,17518,15307,12646,10562,8416,7098,5826,4383,3270,2948,3146,3077,3000,4592,6486,10113,12240,14574,16778,18910,18350,17218,16097
3.655,17133,18589,19134,19259,18667,19078,18546,18593,17967,16624,14634,13888,17430,21919,23633,24512,24887,26872,22009,18259,20844,22576,22401,19056,17518,15307,12646,10562,8416,7098,5826,4383,3270,2948,3146,3077,3000,4592,6486,10113,12240,14574,16778,18910,18350,17218,16097,16409
3.515,18589,19134,19259,18667,19078,18546,18593,17967,16624,14634,13888,17430,21919,23633,24512,24887,26872,22009,18259,20844,22576,22401,19056,17518,15307,12646,10562,8416,7098,5826,4383,3270,2948,3146,3077,3000,4592,6486,10113,12240,14574,16778,18910,18350,17218,16097,16409,15893
3.805,19134,19259,18667,19078,18546,18593,17967,16624,14634,13888,17430,21919,23633,24512,24887,26872,22009,18259,20844,22576,22401,19056,17518,15307,12646,10562,8416,7098,5826,4383,3270,2948,3146,3077,3000,4592,6486,10113,12240,14574,16778,18910,18350,17218,16097,16409,15893,16778
4.16,19259,18667,19078,18546,18593,17967,16624,14634,13888,17430,21919,23633,24512,24887,26872,22009,18259,20844,22576,22401,19056,17518,15307,12646,10562,8416,7098,5826,4383,3270,2948,3146,3077,3000,4592,6486,10113,12240,14574,16778,18910,18350,17218,16097,16409,15893,16778,17604
4.015,18667,19078,18546,18593,17967,16624,14634,13888,17430,21919,23633,24512,24887,26872,22009,18259,20844,22576,22401,19056,17518,15307,12646,10562,8416,7098,5826,4383,3270,2948,3146,3077,3000,4592,6486,10113,12240,14574,16778,18910,18350,17218,16097,16409,15893,16778,17604,18665
4.485,19078,18546,18593,17967,16624,14634,13888,17430,21919,23633,24512,24887,26872,22009,18259,20844,22576,22401,19056,17518,15307,12646,10562,8416,7098,5826,4383,3270,2948,3146,3077,3000,4592,6486,10113,12240,14574,16778,18910,18350,17218,16097,16409,15893,16778,17604,18665,19045
4.46,18546,18593,17967,16624,14634,13888,17430,21919,23633,24512,24887,26872,22009,18259,20844,22576,22401,19056,17518,15307,12646,10562,8416,7098,5826,4383,3270,2948,3146,3077,3000,4592,6486,10113,12240,14574,16778,18910,18350,17218,16097,16409,15893,16778,17604,18665,19045,19261
3.82,18593,17967,16624,14634,13888,17430,21919,23633,24512,24887,26872,22009,18259,20844,22576,22401,19056,17518,15307,12646,10562,8416,7098,5826,4383,3270,2948,3146,3077,3000,4592,6486,10113,12240,14574,16778,18910,18350,17218,16097,16409,15893,16778,17604,18665,19045,19261,19363
3.78,17967,16624,14634,13888,17430,21919,23633,24512,24887,26872,22009,18259,20844,22576,22401,19056,17518,15307,12646,10562,8416,7098,5826,4383,3270,2948,3146,3077,3000,4592,6486,10113,12240,14574,16778,18910,18350,17218,16097,16409,15893,16778,17604,18665,19045,19261,19363,19078
3.875,16624,14634,13888,17430,21919,23633,24512,24887,26872,22009,18259,20844,22576,22401,19056,17518,15307,12646,10562,8416,7098,5826,4383,3270,2948,3146,3077,3000,4592,6486,10113,12240,14574,16778,18910,18350,17218,16097,16409,15893,16778,17604,18665,19045,19261,19363,19078,18193
4.14,14634,13888,17430,21919,23633,24512,24887,26872,22009,18259,20844,22576,22401,19056,17518,15307,12646,10562,8416,7098,5826,4383,3270,2948,3146,3077,3000,4592,6486,10113,12240,14574,16778,18910,18350,17218,16097,16409,15893,16778,17604,18665,19045,19261,19363,19078,18193,16635
3.895,13888,17430,21919,23633,24512,24887,26872,22009,18259,20844,22576,22401,19056,17518,15307,12646,10562,8416,7098,5826,4383,3270,2948,3146,3077,3000,4592,6486,10113,12240,14574,16778,18910,18350,17218,16097,16409,15893,16778,17604,18665,19045,19261,19363,19078,18193,16635,14615
3.855,17430,21919,23633,24512,24887,26872,22009,18259,20844,22576,22401,19056,17518,15307,12646,10562,8416,7098,5826,4383,3270,2948,3146,3077,3000,4592,6486,10113,12240,14574,16778,18910,18350,17218,16097,16409,15893,16778,17604,18665,19045,19261,19363,19078,18193,16635,14615,13759
3.93,21919,23633,24512,24887,26872,22009,18259,20844,22576,22401,19056,17518,15307,12646,10562,8416,7098,5826,4383,3270,2948,3146,3077,3000,4592,6486,10113,12240,14574,16778,18910,18350,17218,16097,16409,15893,16778,17604,18665,19045,19261,19363,19078,18193,16635,14615,13759,17008
4.005,23633,24512,24887,26872,22009,18259,20844,22576,22401,19056,17518,15307,12646,10562,8416,7098,5826,4383,3270,2948,3146,3077,3000,4592,6486,10113,12240,14574,16778,18910,18350,17218,16097,16409,15893,16778,17604,18665,19045,19261,19363,19078,18193,16635,14615,13759,17008,19595
3.84,24512,24887,26872,22009,18259,20844,22576,22401,19056,17518,15307,12646,10562,8416,7098,5826,4383,3270,2948,3146,3077,3000,4592,6486,10113,12240,14574,16778,18910,18350,17218,16097,16409,15893,16778,17604,18665,19045,19261,19363,19078,18193,16635,14615,13759,17008,19595,21328
3.995,24887,26872,22009,18259,20844,22576,22401,19056,17518,15307,12646,10562,8416,7098,5826,4383,3270,2948,3146,3077,3000,4592,6486,10113,12240,14574,16778,18910,18350,17218,16097,16409,15893,16778,17604,18665,19045,19261,19363,19078,18193,16635,14615,13759,17008,19595,21328,22661
4.36,26872,22009,18259,20844,22576,22401,19056,17518,15307,12646,10562,8416,7098,5826,4383,3270,2948,3146,3077,3000,4592,6486,10113,12240,14574,16778,18910,18350,17218,16097,16409,15893,16778,17604,18665,19045,19261,19363,19078,18193,16635,14615,13759,17008,19595,21328,22661,29985
6.095,22009,18259,20844,22576,22401,19056,17518,15307,12646,10562,8416,7098,5826,4383,3270,2948,3146,3077,3000,4592,6486,10113,12240,14574,16778,18910,18350,17218,16097,16409,15893,16778,17604,18665,19045,19261,19363,19078,18193,16635,14615,13759,17008,19595,21328,22661,29985,21501
5.725,18259,20844,22576,22401,19056,17518,15307,12646,10562,8416,7098,5826,4383,3270,2948,3146,3077,3000,4592,6486,10113,12240,14574,16778,18910,18350,17218,16097,16409,15893,16778,17604,18665,19045,19261,19363,19078,18193,16635,14615,13759,17008,19595,21328,22661,29985,21501,22684
4.205,20844,22576,22401,19056,17518,15307,12646,10562,8416,7098,5826,4383,3270,2948,3146,3077,3000,4592,6486,10113,12240,14574,16778,18910,18350,17218,16097,16409,15893,16778,17604,18665,19045,19261,19363,19078,18193,16635,14615,13759,17008,19595,21328,22661,29985,21501,22684,22188
4.855,22576,22401,19056,17518,15307,12646,10562,8416,7098,5826,4383,3270,2948,3146,3077,3000,4592,6486,10113,12240,14574,16778,18910,18350,17218,16097,16409,15893,16778,17604,18665,19045,19261,19363,19078,18193,16635,14615,13759,17008,19595,21328,22661,29985,21501,22684,22188,22663
4.43,22401,19056,17518,15307,12646,10562,8416,7098,5826,4383,3270,2948,3146,3077,3000,4592,6486,10113,12240,14574,16778,18910,18350,17218,16097,16409,15893,16778,17604,18665,19045,19261,19363,19078,18193,16635,14615,13759,17008,19595,21328,22661,29985,21501,22684,22188,22663,19573
4.655,19056,17518,15307,12646,10562,8416,7098,5826,4383,3270,2948,3146,3077,3000,4592,6486,10113,12240,14574,16778,18910,18350,17218,16097,16409,15893,16778,17604,18665,19045,19261,19363,19078,18193,16635,14615,13759,17008,19595,21328,22661,29985,21501,22684,22188,22663,19573,17136
